y,x1,x2,x3,x4,x5,x6,x7,x8,x9
-1.81174530524617,64,4,UN,Client-Server,0.1,0.839546,1.974686,308.491814,700.514102
-1.05716963343237,64,4,UN,Client-Server,0.2,0.827412,9.556437,291.037663,864.599227
-0.408798804145561,64,4,UN,Client-Server,0.3,0.802605,27.027618,264.928002,839.372851
0.221530393536829,64,4,UN,Client-Server,0.4,0.723403,61.848511,235.776888,1256.053108
0.421420294550031,64,4,UN,Client-Server,0.5,0.72121,121.085884,189.680044,1343.875577
0.587953528487062,64,4,UN,Client-Server,0.6,0.647035,205.881088,145.988097,1574.366301
0.629926435500432,64,4,UN,Client-Server,0.7,0.567402,284.999115,118.323674,1974.853192
0.704932348897967,64,4,UN,Client-Server,0.8,0.511627,368.157288,92.003542,1845.521914
0.818718697937719,64,4,UN,Client-Server,0.9,0.47056,431.169037,80.43286,2605.196106
0.787941508497841,64,4,UN,Client-Server,1.0,0.421877,505.119598,68.518468,2586.130982
-1.7254603071272,64,6,UN,Client-Server,0.1,0.901173,2.153823,495.533336,866.002265
-0.907069535539475,64,6,UN,Client-Server,0.2,0.897863,11.002777,469.872618,1188.628365
-0.316339733129076,64,6,UN,Client-Server,0.3,0.871957,31.924433,447.158333,1351.075304
0.249615314493199,64,6,UN,Client-Server,0.4,0.853846,84.117371,395.848075,1413.081946
0.640867147680223,64,6,UN,Client-Server,0.5,0.796428,194.432526,311.877373,1804.085211
0.926120104235163,64,6,UN,Client-Server,0.6,0.731779,341.365112,217.600589,2114.035099
0.953238947065393,64,6,UN,Client-Server,0.7,0.640211,495.164948,157.213968,2275.428465
0.994059425857226,64,6,UN,Client-Server,0.8,0.568923,626.139282,121.870069,3297.253072
1.02790158397141,64,6,UN,Client-Server,0.9,0.514046,741.330261,101.696076,2923.876773
1.02590077242082,64,6,UN,Client-Server,1.0,0.463145,851.930115,86.442861,3808.98919
-1.84111996502068,64,8,UN,Client-Server,0.1,0.923706,2.222387,688.57719,1141.277162
-0.995443616306849,64,8,UN,Client-Server,0.2,0.922138,11.448802,664.122822,1192.856244
-0.190421012088965,64,8,UN,Client-Server,0.3,0.928869,36.851643,622.974259,1456.320301
0.427383497602754,64,8,UN,Client-Server,0.4,0.911611,97.074905,559.575905,1949.797805
0.819444482519794,64,8,UN,Client-Server,0.5,0.850776,260.288574,438.777004,2531.21942
1.03926893979066,64,8,UN,Client-Server,0.6,0.768916,498.907104,281.908378,2677.461345
1.07362110869224,64,8,UN,Client-Server,0.7,0.673281,703.671875,202.216033,3430.493664
1.12687800437693,64,8,UN,Client-Server,0.8,0.601595,886.009094,147.831672,3378.167663
1.14705285417866,64,8,UN,Client-Server,0.9,0.538158,1042.865601,123.761679,4793.187737
1.16850763489878,64,8,UN,Client-Server,1.0,0.488247,1182.806885,108.13343,5033.174441
-1.77730976919664,64,10,UN,Client-Server,0.1,0.961658,2.323333,865.229508,1212.364504
-0.954490730868286,64,10,UN,Client-Server,0.2,0.950974,12.018917,845.739986,1818.518585
-0.215705777664492,64,10,UN,Client-Server,0.3,0.938148,36.704994,814.701175,1860.231397
0.466718079581285,64,10,UN,Client-Server,0.4,0.934972,106.477081,726.08212,1910.845894
0.794865885726826,64,10,UN,Client-Server,0.5,0.911155,289.791046,561.201404,2968.873768
0.358375114907095,64,10,UN,Client-Server,0.6,0.954375,569.042358,328.673091,3327.975791
-0.117960248678571,64,10,UN,Client-Server,0.7,0.960799,770.286499,237.074701,4402.212045
1.23006691772841,64,10,UN,Client-Server,0.8,0.626211,943.934143,176.311116,4042.570405
1.22674203971053,64,10,UN,Client-Server,0.9,0.557324,1112.935791,137.785534,5117.790831
1.2340636368797,64,10,UN,Client-Server,1.0,0.504446,1258.460205,125.978201,6065.736672
-2.07891249464778,64,4,HR,Client-Server,0.1,0.549508,1.222985,327.044772,1327.334659
-1.78876049216384,64,4,HR,Client-Server,0.2,0.509507,5.670937,328.113813,1501.504698
-1.19088073083002,64,4,HR,Client-Server,0.3,0.531845,16.238094,303.152729,1517.024022
-0.875738199763284,64,4,HR,Client-Server,0.4,0.519655,45.07972,279.317307,1455.789406
-0.418037845717378,64,4,HR,Client-Server,0.5,0.515341,129.721649,198.615324,1881.893315
-0.354271785442246,64,4,HR,Client-Server,0.6,0.452565,262.34314,117.981682,2090.345171
-0.432381899113115,64,4,HR,Client-Server,0.7,0.381618,347.487946,96.904514,2511.787943
-0.240098024362063,64,4,HR,Client-Server,0.8,0.355369,424.036957,72.491967,3071.20543
-0.198085885749661,64,4,HR,Client-Server,0.9,0.32818,495.345062,64.535954,3621.956835
-0.327790456096271,64,4,HR,Client-Server,1.0,0.282082,575.525146,51.514464,3681.474413
