y,x1,x2,x3,x4,x5,x6,x7,x8
2.64412313656343,540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28
1.56066332727952,540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28
0.266497521935971,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270
0.313188055153731,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365
0.507731943561063,198.6,132.4,0.0,192.0,0.0,978.4,825.5,360
0.671148809823223,266.0,114.0,0.0,228.0,0.0,932.0,670.0,90
0.471816148778172,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365
0.0378336284848914,380.0,95.0,0.0,228.0,0.0,932.0,594.0,28
0.600514413416868,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28
0.207835057123914,475.0,0.0,0.0,228.0,0.0,932.0,594.0,28
0.1348062743987,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90
-0.466783288214744,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28
0.430512984777845,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270
0.389808417357234,190.0,190.0,0.0,228.0,0.0,932.0,670.0,90
0.717839343040983,304.0,76.0,0.0,228.0,0.0,932.0,670.0,28
1.02312359869557,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90
0.212025233181918,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90
1.21647029394347,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365
0.283856822747703,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90
0.407167718168965,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180
0.360477184951206,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180
-0.453614163461017,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28
-1.66158206132562,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3
0.50234457434363,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180
0.999778332086686,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365
1.04646886530445,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270
0.31917402095088,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270
0.975834468898091,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180
0.0964960932969484,427.5,47.5,0.0,228.0,0.0,932.0,594.0,28
0.166531893123588,475.0,0.0,0.0,228.0,0.0,932.0,594.0,7
1.16379379492856,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365
1.02312359869557,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365
0.353294025994627,198.6,132.4,0.0,192.0,0.0,978.4,825.5,180
0.377836485762937,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270
1.06981413191333,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365
0.155158558109005,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270
-0.343472392793481,237.5,237.5,0.0,228.0,0.0,932.0,594.0,28
0.11385539410868,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90
0.383822451560085,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90
0.0258616968905938,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180
0.876467436665423,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90
0.471816148778172,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365
0.190475756312183,237.5,237.5,0.0,228.0,0.0,932.0,594.0,365
1.03449693371015,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180
0.34251928755976,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90
-0.044174102936046,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7
-1.24316305210493,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3
0.295828754342,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180
-0.57213628624456,237.5,237.5,0.0,228.0,0.0,932.0,594.0,7
-0.179456929951606,380.0,95.0,0.0,228.0,0.0,932.0,594.0,7
0.237166289529943,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180
0.665162844026074,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180
-0.16149903256016,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90
0.800445671041635,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90
-1.27069849477181,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7
-1.26770551187324,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7
0.36586455416864,475.0,0.0,0.0,228.0,0.0,932.0,594.0,365
-1.59753222729613,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3
0.905798669071452,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180
-0.167484998357309,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28
1.11111729591365,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270
0.952489202289211,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270
-1.55323608039723,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3
0.88843936825972,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270
0.771114438635606,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180
1.15182186333426,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270
0.531675806749659,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360
-0.331500461199183,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7
0.301814720139149,190.0,190.0,0.0,228.0,0.0,932.0,670.0,28
2.16524587279154,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28
-0.0848786703566571,374.0,189.2,0.0,170.1,10.1,926.1,756.7,3
-0.420092754996984,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3
-0.144738328328144,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
0.028854679789168,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3
-0.408120823402686,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3
0.118644166746398,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3
0.262307345877967,469.0,117.2,0.0,137.8,32.2,852.1,840.5,3
-0.144738328328144,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
-0.461994515577025,388.6,97.1,0.0,157.9,12.1,852.1,925.7,3
0.328152969646603,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3
-0.144738328328144,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3
-0.635587523694337,318.8,212.5,0.0,155.7,14.3,852.1,880.4,3
0.316181038052306,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3
-0.0310049781823189,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
-0.450022583982727,323.7,282.8,0.0,183.8,10.3,942.7,659.9,3
-0.432064686591281,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3
-0.0310049781823189,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
-0.683475250071526,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3
-0.0310049781823189,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3
0.208433653703629,439.0,177.0,0.0,186.0,11.1,884.9,707.9,3
0.286251209066562,389.9,189.0,0.0,145.9,22.0,944.7,755.8,3
